3955,What's done is done.,bIQDaq 'oHtaH 'etlh'e'.
3956,"He who wounds by the sword, dies by the sword.",rIQmoHbogh yanwI' HeghmoHbej yan.
3957,It's complicated as hell.,Qatlh jay'!
3958,I'm a man.,loD jIH.
3959,It is regarded as a grey area.,'o'wen 'oH net Qub.
3960,You are qualified to be a doctor.,Qel DagheSlaH; bI'um.
3961,Do not translate this sentence!,mu'tlheghvam yImughQo'!
3962,You don't like me.,chopar.
3963,You don't like me.,tupar.
3964,Please wake me up at seven.,rep Soch HIvemmoH.
3965,"She said I am the one, but the kid is not my son.","ghaH'e' jIH 'e' maqta', 'ach puqloDwI' ghaHbe' puqvetlh'e'."
3966,I saw you cooking.,bIvuttaH 'e' vIlegh.
3967,He isn't here now.,DaH naDev ghaHbe'taH.
3968,Is there life before death?,Heghlu'pa' yIn tu'lu''a'?
3969,They are good people.,ghotpu' QaQ chaH.
3970,I don't like eggs.,QImmey vIpar.
3971,He's now studying.,DaH HaDtaH.
3972,The alien shot his ray gun and blasted a hole in the spaceship's hull.,tIH bachta' nov 'ej Duj SomDaq QIH.
3973,Shut the fuck up!,yItam jay'!
3974,He is running.,qettaH.
3975,"If you stop loving the robot, it will take its revenge upon you. ""That robot will..."" ""Yes."" ""What type of revenge?"" ""It will kill you.""",«qoq DamuSHa' 'e' Damevchugh noDbeH.» «qoqvam—» «HIja'.» «chay' noD?» «DuHoHbeH.»
3976,Eat more vegetables.,latlh naHmey tISop!
3977,She is a true witch!,veqlarghna' ghaH!
3978,"You killed my father, and today I'll have my vengeance.","vavwI' DaHoHta', 'ej DaHjaj bortaS vIneH."
3979,"No, I'm not Byron, I’m different.",ghobe'. bay'ren jIHbe'. jIpIm.
3980,I hate myself and I want to die.,jImuS'egh 'ej jIHegh vIneH.
3981,My mother is angry.,QeH SoSwI'.
3982,You should not talk here.,naDev bIjatlhbe'nIS.
3983,What would I do if you died?!,bIHeghchugh nuq vIta'?
3984,This sword is in fair condition.,QaQ 'etlhvam Dotlh.
3985,Don't abandon me!,HIlonQo'!
3986,She showed him the photo.,ghaHvaD mIllogh cha'.
3987,"A stranger you arrive, a friend you depart.","bIpawDI' nov SoH, bImejDI' jup SoH."
3988,"In summer, people prefer the sea.",poH tuj bIQ'a' lumaS ghotpu'.
3989,There is no use in crying. No one will hear you.,lI'be' SaQtaHghachlIj. DuQoylaH pagh.
3990,What do you want to do today?,DaHjaj nuq Data' DaneH?
3991,We want complete sentences.,mu'tlheghmey naQ DIpoQ.
3992,"Don't change sentences that are correct. You can, instead, submit natural-sounding alternative translations.",mu'tlheghmey lugh yIchoHQo'! 'ach Damughqa'laH 'ej latlh mu'tlhegh DachellaH.
3993,"We want natural-sounding translations, not word-for-word direct translations.","motlh Damugh wIneH, nIteb Hoch mu' Damugh wIneHbe'."
3994,Make a good translation of the sentence that you are translating. Don't let translations into other languages influence you.,mu'tlhegh DamughlI'bogh yImughchu'! DuSIghbe'nIS latlh Hol mu'tlhegh.
3995,Don't add annotations.,latlh De' yIchelQo'!
3996,It saddens me to hear you say that.,qechvam Dajatlh 'e' vIQoyDI' vaj jI'IQchoH.
3997,He's as strong as a horse.,HoS; 'Iw rur.
3998,He's as strong as a horse.,HoS; Sargh rur.
3999,One language is never enough.,not yap wa' Hol.
4000,"There can be walls without a roof, but no roof without walls.",beb lupoQbe' tlhoy'mey 'ach tlhoy'mey poQ beb.
4001,Sisters and chocolate make life bearable.,yIn luSIQmoH be'nI'pu' yuch je.
4002,"Can you give me this one, please?",Dochvam chonoblaHneS'a'?
4003,"Can you speak Japanese, too?",nIpon Hol DajatlhlaH'a' je?
4004,"Can you speak Japanese, too?",nIpon Hol bojatlhlaH'a' je?
4005,They seemed to be watching something.,vay' lubejtaHlaw'.
4006,It's wonderful!,Dun 'oH!
4007,"At this point, my confusion was absolute.",ngugh jImISchu'.
4008,That is wet.,yIQ Dochvam.
4009,Darn it!,ghuy'!
4010,This damned computer won't work.,QapHa' De'wI'vam jay'!
4011,He promised he would help us.,nuQaH 'e' lay'.
4012,How could I know?,chay' jISovlaH?
4013,I was able to admire its body.,porghDaj vIHo'laHpu'.
4014,Did you know that you were wearing odd socks?,paSlogh jum DatuQpu' 'e' DaSov'a'?
4015,"January, February, March, April, May, June, July, August, September, October, November and December are the twelve months of the year.","jar wa', jar cha', jar wej, jar loS, jar vagh, jar jav, jar Soch, jar chorgh, jar Hut, jar wa'maH, jar wa'maH wa' jar wa'maH cha' je bIH tera' DIS wa'maH cha' jarmey'e'."
4016,They come from Sweden.,Suverya' 'oH mungchaj'e'.
4017,You come from Sweden.,Suverya' 'oH munglIj'e'.
4018,"Ten, twenty, thirty, forty, fifty, sixty, seventy, eighty, ninety, hundred.","wa'maH, cha'maH, wejmaH, loSmaH, vaghmaH, javmaH, SochmaH, chorghmaH, HutmaH, wa'vatlh."
4019,Why do people kill themselves?,qatlh HoH'egh nuvpu'?
4020,I want to go to Italy.,'Italya' vIjaH vIneH.
4021,It was a dark and stormy night.,Hurgh ram 'ej jevqu'.
4022,I brought a book.,paq vItlhap.
4023,His brother is married but he hasn't any children.,Sawta' loDnI'Daj 'ach puqpu' ghajbe'.
4024,My mother is crazy.,maw' SoSwI'.
4025,I don't want to read this book.,paqvam vIlaD vIneHbe'.
4026,I'll remember you forever.,reH qaqaw.
4027,We agree.,wa' DoS wIqIp.
4028,We agree.,maQochbe'.
4029,You are a singer.,bomwI' SoH.
4030,Cook the rice.,ray' tIr tIvut.
4031,"The person who wrote that book is possessed of both humour and wit, isn't he?",tlhaQ 'ej val qar'a' paqvetlh qonta'bogh nuv'e'?
4032,They're related to each other.,tuqnIghpu' chaH.
4033,I understood the reason for this.,ghu'vam meq vIyaj.
4034,Don't move from here.,naDevvo' yIvIHQo'!
4035,I don't like anything.,vay' vIparHa'be'.
4036,These apples are big.,tIn 'epIl naHmeyvam.
4037,Chinese is much more difficult than other foreign languages.,"jungwoq Hol Qatlh law', Hoch latlh Holmey nov Qatlh puS."
4038,Do you need help carrying anything?,vay' DaqengmeH boQ DapoQ'a'?
4039,I reckon the battery's flat.,Qoplaw'taH 'ul 'aplo'.
4040,Your carpet is completely white.,chISchu' tlhImlIj.
4041,Their carpet is completely white.,chISchu' tlhImchaj.
4042,Her carpet is completely white.,chISchu' tlhImDaj.
4043,"In a minute, I'm going to tell you my life story.",tugh yInwIj lut qaja'choH.
4044,"Charming, you are, my dear.","wejpuH SoH, bang."
4045,What book did you buy?,paq Daje'ta'bogh yIngu'!
4046,Darn!,ghuy'!
4047,What you see is what you get.,Doch Daleghbogh DaSuq.
4048,Success breeds success.,Qapla' Sep Qapla'.
4049,Cats can see even in dark places.,Daqmey HurghDaq leghlaH vIghro'mey.
4050,You must read this book.,paqvam DalaDnIS.
4051,Then who?,vaj 'Iv?
4052,I wash my hands.,ghopDu'wIj vISay'moH.
4053,"If anyone is not willing to work, then he is not to eat, either.","vumqangbe'chugh vay', vaj Sopbe'jaj."
4054,Your O's look like A's.,'atmey rur 'otmeylIj.
4055,A wall surrounded the old city.,veng ngo' Dechpu' yergho.
4056,I think this dictionary is useful for beginners.,ghojwI'pu' chu'vaD lI' mu'ghomvam 'e' vIQub.
4057,The pen always beats the sword.,Hochlogh 'etlh chargh ghItlhwI'.
4058,I will live in a room with four beds.,loS QongDaqmey ngaSbogh pa''e' vIDab.
4059,I can't speak Klingon.,tlhIngan Hol vIjatlhlaHbe'.
4060,Do you speak Klingon?,tlhIngan Hol Dajatlh'a'?
4061,Revenge is a dish which is best served cold.,bortaS bIr jablu'DI' reH QaQqu' nay'.
4062,"In space, all warriors are cold warriors.",loghDaq Suvrupbogh SuvwI'pu' chaH Hoch SuvwI'pu''e'.
4063,Why is he angry?,qatlh QeH?
4064,Haters gonna hate.,muSbej muSwI'pu'.
4065,Is there a drugstore nearby?,Hergh ngevwI' Sum tu'lu''a'?
4066,Did you talk to your wife?,be'nallI'vaD Dajatlhta''a'?
4067,Nothing is more valuable than friendship.,juppu' ruS lo'laH law' Hoch lo'laH puS.
4068,I am an omnivore.,Hoch vISop.
4069,Are you coming to the store with me?,ngevwI'Daq vIghoStaHvIS chotlhej'a'?
4070,Believe you me.,jIH HIHar SoH!
4071,My hand is in warm water.,bIQ ghunDaq 'oHtaH ghopwIj'e'.
4072,This book is not about linguistics.,HolQeD bopbe' paqvam.
4073,"His daughter, as well as his son, were famous.",noy puqbe'Daj puqloDDaj je.
4074,"Although he's young, he's an outstanding doctor.",Qup 'ach Qel pov ghaH.
4075,He was completely pissed.,chechqu'taH ghaH.
4076,We got up after midnight.,qaSpu'DI' ramjep maHu'.
4077,Are they coming at six or at seven?,javvatlh rep paw chaH pagh Sochvatlh rep paw?
4078,I can't sleep at all.,jIQonglaHbe'qu'.
4079,It is too hot.,tlhoy tuj.
4080,She's losing her looks.,'IHHa'choHtaH.
4081,We are God's wheat.,joH'a' tIr maH.
4082,I am not eating.,jISoptaHbe'.
4083,I am eating a banana.,banan naH vISoplI'.
4084,Is she sleeping?,QongtaH'a' ghaH?
4085,He ran.,qetta'.
4086,He doesn't give a damn about that.,SaHHa'chu' jay'.
4087,"Bill, open the door.","bIl, lojmIt yIpoSmoH!"
4088,Don't be stupid.,yIQIpQo'!
4089,Don't drop that glass.,HIvje'vetlh yIchaghmoHQo'!
4090,He is small and weak.,mach 'ej puj.
4091,This is my friend.,jupwI' ghaH ghotvam'e'.
4092,I am very glad to meet you today.,DaHjaj qaqIHmo' jIQuchqu'.
4093,Enough is enough!,yapchugh yap!
4094,They didn't act quickly.,nom vangbe'pu' chaH.
4095,Take aim at the target.,DoS yIQeqtaH!
4096,The first airplane flew in 1903 for twelve seconds.,tera' DIS 1903 qaStaHvIS wa'maH cha' lup puvpu' muD Duj wa'DIch.
4097,She's the French ambassador to Portugal.,portughal buSbogh vIraS Duy'a' ghaH.
4098,Where are your ancestors from?,Daq'e' Dabbogh no'lI' yIngu'!
4099,What's your answer?,chay' bIjang?
4100,What's your answer?,chay' Sujang?
4101,They have to be awake by 5:00 a.m. tomorrow.,wa'leS rep vagh vempu' chaH net poQ.
4102,We're giving you more money because you did a great job.,Qu'lIj Data'chu'ta'mo' Huch pInobbogh wIghurmoH.
4103,What is your favorite bird?,bo'Degh DamaSqu'bogh yIngu'!
4104,Tom blew out the candles on his birthday cake.,qoS chabDajDaq bIHbogh weQmeyDaq rechpu' tom.
4105,They're cleaning the beach.,bIQ'a' HeH lulamHa'choHmoHtaH.
4106,The cars crashed into each other.,paw' puH Dujmey.
4107,A big crowd stood in the street.,tawDaq QamtaH ghom'a' tIn.
4108,I don't like meat. I prefer a vegetarian diet.,Ha'DIbaH vISop vIneHbe'. naH Soj vImaS.
4109,"This new technology cannot fail, can it?","QapHa'laHbe' chamvam chu', qar'a'?"
4110,Do you fly frequently?,pIj bIpuv'a'?
4111,Do you fly frequently?,pIj Supuv'a'?
4112,The funeral was yesterday.,wa'Hu' qaS nol.
4113,I love jokes about animals.,Ha'DIbaH bopbogh qID vImuSHa'.
4114,Tom lacks motivation to finish the job.,"pIlbe'mo' tam, Qu' rInmoHlaHbe'."
4115,My name links me with my ancestors.,jIH no'wI' je rar pongwIj.
4116,Can you add these numbers?,mI'meyvam DachellaH'a'?
4117,The student refused to obey his teacher.,ghojmoHwI'Daj lobQo' ghojwI'.
4118,"It was warm, so I opened the window.",jItuj vaj Qorwagh vIpoSmoH.
4119,Many satellites orbit the earth.,tera' lubav SIbDoH law'.
4120,Some people say they can predict the future.,pIq luQIjlaHchu' 'op nuvpu' 'e' lujatlh.
4121,We have reached our destination.,DaH ghochmaj wIpawta'.
4122,Ice is solid.,Sub chuch.
4123,Bagpipes produce a very strange sound.,wab Hujqu' lIng DIron.
4124,I trained my dog to bring me the newspaper in the morning.,po jIHvaD De' chu' ghItlh qemmeH Ha'DIbaHwIj vIqeqmoHta'.
4125,It is an act of treason to sell military secrets to your country's enemies.,"SepDaj jaghvaD QI' peghmey ngevchugh vay', 'ur."
4126,The cat climbed up the tree.,SorDaq Salpu' vIghro'.
4127,The little girl doesn't like to wear shoes.,waq tuQ 'e' par be'Hom Qup.
4128,The weather today is worse than yesterday.,wa'Hu' muD Dotlh QaQ law' DaHjaj muD Dotlh QaQ puS.
4129,We've only picked off ripe fruit.,naHmey DeH neH DItlhapta'.
4130,The batteries in my calculator are dead.,chIm SImmeH jan 'ul 'aplo'mey.
4131,"Everyone who knows him, respects him.",ghaH vuv Sovbogh Hoch'e'.
4132,What languages do you speak?,Holmey Dajatlhbogh tIper!
4133,English is tougher for me than math.,DIvI' Hol Qatlh law' mI' QeD Qatlh puS 'e' vItu'.
4134,I'm angry that she didn't call me.,murI'pu'be'mo' jIQeH.
4135,What's the name of my doctor?,QelwI' pong nuq?
4136,Where can I buy a map of the city?,nuqDaq vengvam 'oSbogh pu'jIn'e' vIje'laH?
4137,Where can I get a map?,nuqDaq pu'jIn vISuqlaH?
4138,Where is the embassy?,nuqDaq 'oH rIvSo''e'?
4139,Where is the entrance?,nuqDaq 'ellu'?
4140,Which floor is it?,rav yIngu'!
4141,Who wears the sunglasses?,mIn QanwI' nguv tuQ 'Iv?
4142,Why do you need a new television?,qatlh HaSta jIH chu' DaghajnIS?
4143,Will you allow me to go with you?,qatlhej 'e' Dachaw''a'?
4144,Will you allow me to go with you?,Satlhej 'e' bochaw''a'?
4145,With whom are you eating dinner?,'uQ DaSoptaHvIS Dutlhej 'Iv?
4146,"Yes, I have a daughter.",HISlaH. puqbe' vIghaj.
4147,He put his money in the bag.,buqDaq HuchDaj lan.
4148,You came too late.,bIpawDI' bIpaS.
4149,My book bag is very heavy.,'ughqu' paq buqwIj.
4150,They fucked all night long.,qaStaHvIS ram naQ ngagh chaH.
4151,I don't give a fuck.,jISaHbe' jay'.
4152,Everyone must protect their own family.,qorDu'Daj HubnIS Hoch.
4153,Poets select the best words.,mu'mey nIv wIv qonwI'.
4154,Where can we make a phone call?,nuqDaq ghogh HablI' wIlo'laH?
4155,I need a knife.,taj vIpoQ.
4156,All you can do is wait.,bIloSlaH neH.
4157,Who teaches you?,DughojmoH 'Iv?
4158,Who teaches you?,lIghojmoH 'Iv?
4159,The father is very tired.,Doy'qu' vav.
4160,Are you ready to study Klingon?,tlhIngan Hol DaHaDrup'a'?
4161,I speak Klingon to you.,tlhIngan Hol qajatlh.
4162,"If there was no sun, we would not be able to live.",jul wIghajbe'chugh mayInlaHbe'.
4163,The book is big.,tIn paq.
4164,Life is short.,ngaj yIn.
4165,Where is he?,nuqDaq ghaHtaH?
4166,I don't like the substitute teacher.,ghojmoHwI' lIw vIpar.
4167,Colorless green ideas sleep furiously.,pe'vIl Qong Dembogh qechmey SuD.
4168,My mother is in the kitchen.,vutpa'Daq ghaHtaH SoSwI''e'.
4169,Why do you use Tatoeba?,qatlh Tatoeba Dalo'?
4170,There was nobody in the room.,pa'Daq nuv tu'lu'be'.
4171,He'll come at noon.,DungluQ nughoS.
4172,I met him when I was a student.,ghojwI' jIHDI' vIqIH.
4173,And everyone has the ability to contribute.,'ej ghaqmeH laH ghaj Hoch.
4174,And everyone has the ability to contribute.,'ej ghaqlaH Hoch.
4175,Happy Mother's Day!,SoS yupma' DatIvjaj!
4176,Damn the torpedoes!,chavam jay'!
4177,Here's where they usually have dinner.,motlh naDev 'uQ luSop.
4178,We'd like to climb that mountain.,HuDvetlhDaq matoS wIneH.
4179,A putrid smell came up out of the hole in the ground.,yav qungvo' nargh pIw ngIm.
4180,I had to study English.,DIvI' Hol vIghojnISpu'.
4181,My pen is new.,chu' ghItlhwI'wIj.
4182,"Time: That which man is always trying to kill, but which ends in killing him.","poH: reH 'oH HoH 'e' nID Human, 'ach tagha' ghaH HoH 'oH."
4183,What time would it be when we leave the restaurant?,Qe'vo' majaHDI' 'arlogh Qoylu'pu'?
4184,He studies Chinese as well.,jungwoq Hol HaD je.
4185,I admit I'm wrong.,jIlughbe' 'e' vIchID.
4186,I don't have time for you.,SoHvaD poH vIghajbe'.
4187,Nobody has deleted this sentence.,mu'tlheghvam ngabmoHta' pagh.
4188,My neighbor's dog is dead.,Heghpu' jIlwI' Ha'DIbaH.
4189,"A dictatorship means, by definition, one centre of power.",wa' woQ botlh 'oSbej HI'tuy.
4190,We want the government to serve the whole nation.,Sep naQ toy' qum wIneH.
4191,I need to go to the bank this morning.,DaHjaj po beylI' vI'elnIS.
4192,Isn't he Italian?,'Italya'ngan ghaH qar'a'?
4193,I learned it from him.,ghaHvo' vIghojta'.
4194,The middle finger is the longest.,nItlh'e' qaywI' tIq law' Hoch tIq puS.
4195,I think I understood.,jIyaj 'e' vIQub.
4196,I'm reading a book about languages.,Holmey bop paq'e' vIlaDtaH.
4197,David tells me that you're leaving.,bImej 'e' DaHech 'e' muja' DeyvID.
4198,What's your favorite music?,QoQ DamaSbogh yIngu'!
4199,This sentence needs to be checked.,mu'tlheghvam nuDnISlu'.
4200,Don't be disrespectful to your mother!,SoSlI' yIvuvHa'Qo'!
4201,"I hate to interrupt you, but it's very late.",SaqaghvIp 'ach paSqu'.
4202,I have seen James recently.,qen jemS vIleghpu'be'.
4203,I didn't envision him as a Klingon speaker; his forehead was too smooth.,tlhIngan Hol jatlhwI' ghaH 'e' vIghovbe'; tlhoy Hab QuchDaj.
4204,Kill me with words!,choHoHmeH mu'mey tIlo'!
4205,He is also studying Chinese.,jungwoq Hol HaDtaH je.
4206,I'd like to return this.,Dochvam vInobHa' vIneH.
4207,I fear that I might not be able to help you.,qaQaHlaHbe'vIp.
4208,I hate my neighbour.,jIlwI' vImuS.
4209,A sharp knife is nothing without a sharp eye.,leghlaHchu'be'chugh mIn lo'laHbe' taj jej.
4210,Good news! This is the four hundred forty-fourth sentence in Klingon.,buy' ngop! tlhIngan Hol mu'tlhegh loSvatlh loSmaH loSDIch 'oH Dochvam'e'.
4211,Good medicine is bitter to the mouth.,wIb Hergh QaQ.
4212,He came home right at ten.,rep wa'maH juH cheghta'.
4213,None of the girls is a student.,ghojwI' chaHbe' be'Hompu''e'
4214,He fascinated me.,muvuQ ghaH.
4215,I need a stamp.,HIjmeH chaw' vIpoQ.
4216,The youth was quiet.,tam QupwI'.
4217,What is your final destination?,nuq 'oH ghochlIj Qav'e'?
4218,"A nurse brought me some bread and coffee, but the bread was stale and the coffee tasted of soap.","jIHvaD tIr ngogh, qa'vIn je qemta' rachwI' 'ach let tIr ngogh 'ej 'eyHa' qa'vIn; Say'moHwI' tlhagh rur."
4219,"In the end, we did not confess.",tagha' maDISbe'.
4220,We will take a quick break.,loQ mayev.
4221,Tatoeba now contains five hundred fifty-five Klingon sentences.,DaH tlhIngan Hol vaghvatlh vaghmaH vagh mu'tlhegh ngaS tato'eba'.
4222,I am a woman.,be' jIH.
4223,"If you're going to doubt everything, at least doubt your doubt.","Hoch DaHonchugh, HontaHghachlIj yIHon je!"
4224,Mary is a very beautiful girl.,be'Hom 'IHqu' ghaH me'rIy''e'.
4225,He gets up at seven.,rep Soch Hu'.
4226,She gets up at seven.,rep Soch Hu'.
4227,He is strong as blood.,HoS; 'Iw rur.
4228,I read the book last night.,wa'Hu' ram paqvam vIlaDta'.
4229,Life ain't easy.,ngeDbe' yIn.
4230,My legs are smaller than yours.,'uSDu'wIj run law' 'uSDu'lIj run puS.
4231,When did the error occur?,ghorgh qaS Qaghvam?
4232,What did the experimental set-up look like? What was connected to what and how?,ngong yIDel! chay' janmey lurarlu'?
4233,How is the error observed?,Qaghvam Segh yIDel!
4234,Does the error occur regularly or sporadically? Is the error reproducible?,roD qaS Qaghvam pagh rut qaS? Qaghvam DaqaSqa'moHlaH'a'?
4235,I study.,jIHaD.
4236,This sentence has to be deleted.,mu'tlheghvam ghItlhHa'nISlu'.
4237,We're neighbours.,jIlpu' maH.
4238,This is a weird sentence.,mu'tlhegh Huj 'oH mu'tlheghvam'e'.
4239,She keeps a cat. That cat is white.,wa' vIghro' ghaj. chIS vIghro'vam.
4240,I like cheese pizza.,nIm wIb pItSa' chab vIparHa'.
4241,"Go, I don't hate you.","yIghoS, qamuSbe'."
4242,I'm the best.,jInIvqu'.
4243,"Careful, the man has a gun.",yep! HIch ghaj loD.
4244,I want to be an honest person.,nuv yuDHa' jIH vIneH.
4245,Fools are happy.,Quch qoHpu'.
4246,Warm up some water.,bIQ yIghunmoH!
4247,My mum likes tea very much.,Dargh parHa'qu' SoSoy.
4248,"A square is always a rectangle, but a rectangle is not always a square.",letbaQ 'oH Hoch meyrI''e' 'ach meyrI' 'oHbe' Hoch letbaQ'e'.
4249,I am afraid of offending you.,qamawvIp.
4250,I don't want to buy this carpet.,tlhImvam vIje' vIneHbe'.
4251,This is my city now.,DaH vengwIj 'oH.
4252,The landing was perfect.,Saqchu'.
4253,The driver overtook the car.,puH Duj juS chIjwI'.
4254,"I do not like him, but I like her.","loD vIpar, 'a be' vIparHa'."
4255,She can't afford it.,DIllaHbe'.
4256,She has shown her room to me.,jIHvaD pa'Daj 'angpu'.
4257,My friend is seventeen years old.,wa'maH Soch ben boghpu' jupwI'.
4258,My friend is seventeen.,wa'maH Soch ben boghpu' jupwI'.
4259,There's a traitor among us.,maH muv maghwI'.
4260,"If my parents punished me for something I didn't do, I would tell them the truth and try to convince them of my innocence.","ta'wIjmo' mubIjchugh vavwI' SoSwI' je, 'ach ta'vam vIta'be'chugh, chaHvaD jIvIt 'ej jIchunmo' vIpon 'e' vInID."
4261,We'll go when it stops raining.,SIS rInDI' maghoSrup.
4262,I fell in love with you.,qamuSHa'choH.
4263,There's a great variety of creatures living in the sea.,bIQ'a' luDabbogh mut Seghmey law' tu'lu'.
4264,Did he show you the picture?,mIllogh Du'angpu''a'?
4265,"If you see her from a distance, she is beautiful.",chuqvo' Daleghchugh 'IHlaw'.
4266,Why do you lie?,qatlh bInep?
4267,There are no dogs bigger than this one.,pagh tIn law' Ha'DIbaHvam tIn puS.
4268,How many times have you gone there?,'arlogh pa' DaghoS?
4269,Should I wait for you here?,naDev choghoSpa' jIloSnIS'a'?
4270,She is very angry with her children.,puqpu'Dajmo' QeHqu'.
4271,I have a few questions. Would it be OK if I asked them?,jIjang vIneH. jIjanglaH'a'?
4272,Father is a good person.,nuv QaQ ghaH vav'e'.
4273,I'm afraid that I might make you angry.,qaQeHmoHvIp.
4274,My mother worked hard in order to raise us.,nupepmeH vumqu' SoSwI'.
4275,He'll return at six.,rep jav chegh.
4276,"If possible, I'd like to go home now.","qItchugh, vaj juH vIghoS vIneH."
4277,He had his younger sister help him paint the wall of his room.,pa'Daj tlhoy' DIjtaHvIS boQ be'nI'HomDaj 'e' raD.
4278,He had his older sister help him paint the wall of his room.,pa'Daj tlhoy' DIjtaHvIS boQ be'nI''a'Daj 'e' raD.
4279,I have a pair of shoes.,waq chang'eng vIghaj.
4280,Now I am free.,DaH jItlhab.
4281,I'm against the war.,noH vIqaD.
4282,I'm against the marriage.,tlhogh vIqaD.
4283,I'm afraid of owls.,ramjepmey vIHaj.
4284,Would you like to become a trusted user?,lo'wI' voqlu'bogh Damoj DaneH'a'?
4285,I would like to have some more water.,latlh bIQ vIneH.
4286,"What does ""Tatoeba"" mean?",nuq 'oS «Tatoeba»?
4287,I don't have time to argue with you; I'm preparing the food.,maghoHmeH poH vIghajbe'. Soj vIvutlI'.
4288,My English teacher has advised me to read these books.,paqmeyvam vIlaD 'e' muqeS DIvI' Hol ghojmoHwI'wI'.
4289,Did I fall asleep?,jIQongchoH'a'?
4290,I wish you hadn't told that story to my mother.,SoSwI' Daja'pu'be' 'e' vIneH.
4291,I know that you know that I know.,jISov 'e' DaSov 'e' vISov.
4292,The tip of the spear was dipped in a deadly poison.,HoHlaHbogh tarDaq naQjejvetlh QIn lanlu'pu'.
4293,Let me leave!,jImej 'e' yIchaw'!
4294,How do I delete a sentence?,chay' mu'tlhegh vIteq?
4295,I don't speak fast.,nom jIjatlhbe'.
4296,Nobody knows the truth.,vIt Sov pagh.
4297,What is this banana like?,nuq rur banan naHvam?
4298,Those bananas are delicious.,'ey banan naHmeyvetlh.
4299,I'm sure she is going to sing at church tomorrow.,wa'leS chIrghDaq bom ghaH 'e' vIHonbe'.
4300,Say it.,yIjatlh!
4301,I like to eat.,jISoptaH 'e' vItIv.
4302,Do you want to eat?,bISop DaneH'a'?
4303,He is tall.,woch.
4304,I have a house.,juH qach vIghaj.
4305,Let's go home.,juH wIcheghjaj!
4306,"Do you have a brother, Pedro?",loDnI' Daghaj'a' peDro'?
4307,I don't have a brother.,loDnI' vIghajbe'.
4308,I don't have four brothers.,loS loDnI' vIghajbe'.
4309,One hundred is my favorite number.,mI' vImaSqu'bogh 'oH wa'vatlh'e'.
4310,It's raining here.,naDev SIStaH.
4311,I prefer bananas rather than apples.,banan naHmey vImaS; 'epIl naHmey vImaSbe'.
4312,There are too many people here. Let's go somewhere else.,naDev Hutvagh tu'lu'. Ha'! latlh Daq wIjaH!
4313,I want to become an engineer.,jonwI' vImoj vIneH.
4314,I want to buy a cheap dictionary.,mu'ghom qutlh vIje' vIneH.
4315,Don't call me anymore.,HIrI'qa'Qo'!
4316,Do you think I'm joking?,jIqID 'e' DaQub'a'?
4317,That's not a bear anymore. That's bear goo.,mIl'oD mojHa'pu'. DaH mIl'oD HuH 'oH.
4318,That's not a bear anymore. That's bear goo.,mIl'oD mojHa'pu'. DaH mIl'oD chatlh 'oH.
4319,This chicken is too chewy to have been cooked correctly.,tlhoy ngal bo'Deghvam. vutHa'lu'ba'pu'.
4320,I have two brothers and three sisters.,cha' loDnI'pu' wej be'nI'pu' je vIghaj.
4321,This is definitely the best way.,mIw nIv 'oHbej.
4322,I am an electrician.,'ul pat mutlhwI' jIH.
4323,Free advice isn't always good advice.,rut QaQbe' qeS DIlnISbe'lu'bogh.
4324,That burger was terrible!,qabqu' Ha'DIbaHvetlh ghIH tIr ngoghvetlh je!
4325,"You may write in any language you want. On Tatoeba, all languages are equal.",Hoch Hol DamaSbogh Dalo'laH. Tatoeba-Daq lo'laHghach rap lughaj Hoch Holmey.
4326,"As long as you keep quiet, you can stay here.","bItamchugh, naDev bIratlh net chaw'."
4327,To be or not to be?,taH pagh taHbe'?
4328,Could you shut the door?,lojmIt yISoQmoH.
4329,He's behaving oddly.,nuv jum Da.
4330,Thank you so much! I am alive.,qatlho'qu'! jIyIn.
4331,Thank you so much! I am alive.,Satlho'qu'! jIyIn.
4332,"Sadly, many Japanese people died.",Do'Ha' Hegh nIpon nganpu' law'.
4333,My foot hurts.,mu'oy' qamwIj.
4334,I don't get the mistake.,Qagh vIyajbe'.
4335,A cat? asked the old man.,«vIghro'?»; tlhob loD qan.
4336,Smoking is prohibited on the train.,lupwI' mIrDaq tlhIch purlu' net tuch.
4337,I want to be you.,SoH jIH vIneH.
4338,The Hungarian language is better than Esperanto.,maDyar Hol QaQ law' 'eSperanto' Hol QaQ puS.
4339,Don't fight fire with fire.,qul DaghobmeH qul yIlo'Qo'!
4340,"Come on, baby, fight my liar!","Ha', ghu, nepwI'wI' yISuv!"
4341,"If you speak Klingon, I won't understand.",tlhIngan Hol Dajatlhchugh jIyajbe'.
4342,The cat is under the table.,raS bIngDaq 'oHtaH vIghro''e'.
4343,Are you afraid of death?,bIHeghvIp'a'?
4344,Are you afraid of death?,DughIj'a' Hegh?
4345,I find her very impressive.,Dojqu' ghaH 'e' vItu'.
4346,They were ready for action.,ruchrup chaH.
4347,They turned against Germany.,DoyIchlanvaD matlhHa'choH chaH.
4348,They signed the peace treaty.,rojmab luqI'pu'.
4349,They helped him get to Canada.,qa'naDa' SIchmeH luboQta'.
4350,They were not speaking Spanish.,'eSpanya' Hol lujatlhtaHbe'.
4351,They accepted the new government.,qum chu' lulaj.
4352,They expected the British to win.,Qap tuqjIjQa'nganpu' 'e' lupIHpu'.
